Location,PostOffice,State,Postcode
Jalan Perumahan Gurney,Kuala Lumpur,Wilayah Persekutuan,54000
Jalan Perusahaan (1 - 8),Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Perusahaan Kiri,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Perusahaan Ringan,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Perusahaan Tengah,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Perwira,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Petalawati,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Petaling,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Pinang,Kuala Lumpur,Wilayah Persekutuan,50450
Jalan Pinggir,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Pinggir 1/64,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Pipit,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Piring,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Pisang,Kuala Lumpur,Wilayah Persekutuan,58100
Jalan Prima Pelangi,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Prima Setapak 5,Kuala Lumpur,Wilayah Persekutuan,53300
Jalan Prima Setapak 7,Kuala Lumpur,Wilayah Persekutuan,53300
Jalan Puah,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Puah Jaya,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Puah Jaya (1 - 4),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Puan,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Puchong (Hingga Km 12),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Pudu,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Pudu Impian,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Pudu Lama,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Pudu Ulu,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Punai,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Puncak,Kuala Lumpur,Wilayah Persekutuan,50250
Jalan Puncak Kiara (4 - 5),Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Punggok,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Pusing,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Putra,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Putramas off Jalan Kuching,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Puyoh,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Radin Bagus,Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Rahim Kajai,Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Rahmat,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Raja,Kuala Lumpur,Wilayah Persekutuan,50050
Jalan Raja Abdullah,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Alang,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Ali,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Bot,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Chulan,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Raja Laut,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Raja Mahadi,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Mahmud,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Muda,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Muda Abdul Aziz,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Muda Musa,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Raja Uda,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Rakan,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Rakyat (Jalan Travers),Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Ramah,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Rambai,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Ranjau,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Rasak,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Rawa,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Rejang,Kuala Lumpur,Wilayah Persekutuan,53300
Jalan Rembia,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Ria,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Riang,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Riang (1 - 15),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Riang Ria,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Riangria 7,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Rimbunan Matahari 3,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Riong,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Ritchie,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Robertson,Kuala Lumpur,Wilayah Persekutuan,50150
Jalan Robson,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Rotan,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Rozario,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Ru (Pantai Baru),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Ru (Pudu),Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Rumah Sakit Bangsar,Kuala Lumpur,Wilayah Persekutuan,59000
Jalan Rumpai,Kuala Lumpur,Wilayah Persekutuan,59000
Jalan Rusa,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Saga,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Sahabat,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Salleh,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Sampadi (1 - 2),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Samson,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan San Ah Wing,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan San Peng,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Sang Guna,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Santan,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Sarawak,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Sarikei,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Satang (1 - 2),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Satu,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Satu Enam,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Sayor,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Scott,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Seavoy,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Sebarau,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Segambut,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Atas,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Bawah,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Dalam,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Hilir,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Lintang,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Pusat,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Rendah,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Selatan,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Tengah,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Tepi,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Segambut Utara,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Sejahtera,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Sekata,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Sekata (1 - 2),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Sekilau,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Sekolah,Kuala Lumpur,Wilayah Persekutuan,53100
Jalan Sekuci,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Sekutu,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Seladang,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Selama,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Selama (1 - 3),Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Selamat,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Selangat,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Selangor,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Selar,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Selar (1 - 4),Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Selasih,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Selatan,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Selekoh,Kuala Lumpur,Wilayah Persekutuan,59200
Jalan Selera,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Selera 1,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Selesa,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Selesa (1 - 12),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Selimang,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Selingsing,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Selingsing (1 - 7),Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Seluang,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Seludang,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Selvadurai,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Semantan,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Semantan (1 - 2),Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Semarak Api,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Semarang,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Sembilan,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sembilang,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Sempilai,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Sempurna,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Senangin,Kuala Lumpur,Wilayah Persekutuan,59000
Jalan Senangin,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Sengaring,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Senjolong,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Senohong,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Senohong (1 - 4),Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Sentosa,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Sentul,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Bahagia,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sentul Indah,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Indah,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sentul Jaya,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Jaya (1 - 2),Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sentul Maju,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sentul Manis,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Murni,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Pasar,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Perdana,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Permai,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Sentul Sehaluan,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sentul Sempadan,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Senuduk,Kuala Lumpur,Wilayah Persekutuan,59000
Jalan Sepadu,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Sepadu (1 - 7),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Sepakat,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Sepat,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Sepuloh (Sentul),Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Seragam,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Serai,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Serai Wangi,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Serampang,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Seri Amar,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Seri Bintang 5A,Kuala Lumpur,Wilayah Persekutuan,52100
Jalan Seri Wangsa 1,Kuala Lumpur,Wilayah Persekutuan,53300
Jalan Serindit,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Serkut,Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Serkut (1 - 2),Kuala Lumpur,Wilayah Persekutuan,56100
Jalan Seroja (Gombak),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Setapak,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Setiabakti,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiabakti (1 - 10),Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiabistari,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiabistari (1 - 8),Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiabudi,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiajasa,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiajaya,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiakasih,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiakasih (1 - 9),Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiamurni,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiamurni (1 - 12),Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiapuspa,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiarasa,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Setiaraya,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Shahbandar,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Shelly,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Siakap,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Silang,Kuala Lumpur,Wilayah Persekutuan,50050
Jalan Silang (Sungai Besi),Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Sin Chee Kee,Kuala Lumpur,Wilayah Persekutuan,50150
Jalan Siput,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Siput (1 - 4),Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Siput Akek,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Sitiawan,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Skola,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Socony,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Sri Hartamas 1,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Sri Permaisuri 3,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan St Thomas,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Stadium,Kuala Lumpur,Wilayah Persekutuan,50150
Jalan Stesen Sentral 2,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Stesen Sentral 5,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Stonor,Kuala Lumpur,Wilayah Persekutuan,50450
Jalan Strachan,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Suasa (Gombak),Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Sukacita,Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Sukacita (1 - 4),Kuala Lumpur,Wilayah Persekutuan,58200
Jalan Sukun,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sultan,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Sultan Abdul Samad,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Sultan Azlan Shah (Jalan Ipoh),Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Sultan Haji Ahmad Shah (Jalan Khidmat Usaha),Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Sultan Hishamuddin,Kuala Lumpur,Wilayah Persekutuan,50050
Jalan Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,50250
Jalan Sultan Mizan Zainal Abidin (Jalan Ibadah)),Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Sultan Mizan Zainal Abidin (Jalan Khidmat Setia),Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Sultan Mohammed,Kuala Lumpur,Wilayah Persekutuan,50050
Jalan Sultan Salahuddin,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Sultan Sulaiman,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Sultan Yahya Petra (Jalan Semarak),Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Sundang,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Sungai (Gombak),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Sungai Baru,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Sungai Baru 1,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Sungai Baru 2,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Sungai Baru 3,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Sungai Baru 4,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Sungai Baru 5,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,57100
Jalan Sungai Buaya,Kuala Lumpur,Wilayah Persekutuan,58100
Jalan Sungai Manggis,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Sungkai,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Sunting,Kuala Lumpur,Wilayah Persekutuan,55200
Jalan Suppiah Pillay,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Swee Guat,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Syed Mahadi,Kuala Lumpur,Wilayah Persekutuan,50300
Jalan Syed Putra,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Syers,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Taban,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Taban (1 - 4),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Taiping,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Talbot,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Tallala,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Taman,Kuala Lumpur,Wilayah Persekutuan,53100
Jalan Taman Duta,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Taman Ibu Kota,Kuala Lumpur,Wilayah Persekutuan,53300
Jalan Taman Kok Lian,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Taman Pantai,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Taman Seputeh (1 - 7),Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Taman U Thant,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Taman U Thant (1 - 4),Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Taman U-Thant,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Taman Zaaba,Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Taming Sari,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tampoi,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Tanah Lapang,Kuala Lumpur,Wilayah Persekutuan,51000
Jalan Tanah Liat,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Tandok,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tanglin,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tangsi,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tanjong 12,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Tanjong Sepat,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Tanjong Sepat (1 - 2),Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Tapah,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Tasek,Kuala Lumpur,Wilayah Persekutuan,58100
Jalan Tasik Permaisuri 2,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Tasik Permaisuri 3,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Tawau,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Tebing,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Tekpi,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Telawi,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Telawi (1 - 9),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Teluk Batu,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Teluk Gadong,Kuala Lumpur,Wilayah Persekutuan,58100
Jalan Teluk Penglima Garang,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Teluk Pulai,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Teluk Pulai Kanan,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Teluk Pulai Kiri,Kuala Lumpur,Wilayah Persekutuan,58000
Jalan Tembaga,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Tembak,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Tembeling,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Tembusu,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tembusu Selatan,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tembusu Utara,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Temenggong,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Temerloh,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Tempinis,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tempinis (1 - 5),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tempinis Kanan,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tempinis Kiri,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tempinis Kiri (1 - 2),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tengah,Kuala Lumpur,Wilayah Persekutuan,50250
Jalan Tenggiri,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tengku Ampuan,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tenteram,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Tenteram 1,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Terap,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Terasik,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Terasik (1 - 8),Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Teratai,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Terengganu,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Terkis,Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Terkukor,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Terong,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Teruntong,Kuala Lumpur,Wilayah Persekutuan,50490
Jalan Thambapillai,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Thambapillay 1,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Thambipillay,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Thamboosamay,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Thamby Abdullah,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Thamby Abdullah (1 - 2),Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Thaver,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Timah,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Timun,Kuala Lumpur,Wilayah Persekutuan,55100
Jalan Tingkat Tong Shin,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Tioman (1 - 4),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Tiong,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Tiong Nam,Kuala Lumpur,Wilayah Persekutuan,50350
Jalan Tiram,Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Tiram (1 - 3),Kuala Lumpur,Wilayah Persekutuan,56000
Jalan Titiwangsa,Kuala Lumpur,Wilayah Persekutuan,53200
Jalan Toh Kong,Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Tokong China,Kuala Lumpur,Wilayah Persekutuan,57000
Jalan Tombak,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Tong Shin,Kuala Lumpur,Wilayah Persekutuan,50200
Jalan Trolak,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Trolak (1 - 9),Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Tualang,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan Tuanku Abdul Rahman,Kuala Lumpur,Wilayah Persekutuan,50100
Jalan Tuba,Kuala Lumpur,Wilayah Persekutuan,50460
Jalan Tugu,Kuala Lumpur,Wilayah Persekutuan,50050
Jalan Tumbok Lada,Kuala Lumpur,Wilayah Persekutuan,54100
Jalan Tumbuhan,Kuala Lumpur,Wilayah Persekutuan,53100
Jalan Tun Fatimah,Kuala Lumpur,Wilayah Persekutuan,50100
Jalan Tun H.S. Lee,Kuala Lumpur,Wilayah Persekutuan,50000
Jalan Tun Ismail,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tun Mohd Fuad,Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Tun Mohd Fuad (1 - 4),Kuala Lumpur,Wilayah Persekutuan,60000
Jalan Tun Perak,Kuala Lumpur,Wilayah Persekutuan,50050
Jalan Tun Razak,Kuala Lumpur,Wilayah Persekutuan,50400
Jalan Tun Sambanthan,Kuala Lumpur,Wilayah Persekutuan,50470
Jalan Tun Sri Lanang,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Abdul Halim (Jalan Duta),Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Dalam,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Genting,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Kanan,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Kiri,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Pertama,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Putera,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Putra,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Rendah,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Selatan,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Selekoh,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Tengah,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Tepi,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Timur,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Tinggi,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Tunku Utara,Kuala Lumpur,Wilayah Persekutuan,50480
Jalan Turi,Kuala Lumpur,Wilayah Persekutuan,59100
Jalan U Thant,Kuala Lumpur,Wilayah Persekutuan,55000
Jalan Udang Harimau 1,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Umbun (1 - 2),Kuala Lumpur,Wilayah Persekutuan,53000
Jalan Umbut,Kuala Lumpur,Wilayah Persekutuan,51200
Jalan Union,Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Union (1 - 5),Kuala Lumpur,Wilayah Persekutuan,51100
Jalan Ushawan,Kuala Lumpur,Wilayah Persekutuan,53200
